Format type,Format subtype 1,Format subtype 2,Format,Section,QID,Question,Help,Weight,Dependency-Q,Dependency-A,Control,A1,A1 value,A2,A2 value,A3,A3 value,A4,A4 value,A5,A5 value,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Dye-Transfer Print,Condition,266,"Is this item exhibiting mold and/or pest (insect, rodent) damage? Check all that apply","Biological organisms such as mold, insects, and rodents can very easily damage collections, often irreversibly. If this item or its container seems to display pest damage or mold growth, select which (both if necessary). Click through for more information on pests and mold. 
Mold can stain and even weaken materials. Though mold growth can be halted, most staining is permanent. Mold will often appear as small spots, typically overlapping, patchy, and feathery at its edges. 
Pests will feed on a whole host of organic substances found in collections (i.e. cellulose, gelatin), eating through paper supports, media, emulsions, binding material, etc. ",6,,,checkboxes,Mold,0.5,Pest damage,0.5,,,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Dye-Transfer Print,Condition,267,Is the support discolored and/or brittle? This will be most evident along the paper's edges,"Select the degree of the support's acidic breakdown. Discoloration (e.g. yellowing) typically precedes obvious brittle properties, showing up first along the edges. Discoloration is usually more apparent on the back. If both yellowed and brittle, this support (cardboard or paper) is likely in an advanced stage of degradation.",8,,,,Neither,1,"Yellowed, not brittle",0.67,"Brittle, yellowed",0,Unsure,0.4,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Dye-Transfer Print,Condition,268,"Assess the degree of image fading, discoloration, and/or staining","Determine the extent to which the image material has deteriorated, naturally or by external factors. 
Dye-Transfer Prints are sensitive to light, but will maintain their color very well if kept in dark storage. However, Dye-Transfer Prints' magenta and yellow dyes are known to distort, streak, or bleed from exposure to moisture (including high humidity).",10,,,,Slight/None,1,Moderate,0.5,Severe,0,Unsure,0.4,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Use | Access,269,Is this item viewed/handled regularly?,"Handling and use carry damage risks, regardless of intention. Click ""Yes"" if patrons (or staff) often handle this item and click ""No"" if not.",2.5,,,,Yes,0,No,1,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Use | Access,270,"Are there additional copies, facsimiles, and/or access copies of this image?","Select ""Yes"" if this content exists in another form at your institution; otherwise, select ""No"". Click through for more info about facsimiles and access/reference copies.",2.5,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Storage | Container,271,Is this item properly supported in storage?,"Each format has a preferred way of sitting in storage. If you are certain you know how your item should be oriented in storage and have stored it as such, select ""Yes""; otherwise, select ""No"". Click through for more information of how best to orient this item in storage.",1.8,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Storage | Container,272,Does this item have an appropriate container in good condition?,"Select ""Yes"" if this item is in a preservation appropriate container; otherwise, select ""No"". Click through to see examples of appropriate storage containers.",2,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Storage | Container,273,Does the container or item have any meaningful labeling?,"Select ""Yes"" if the item or its container have any identifying labeling; otherwise, select ""No"".",1.2,,,,Yes,1,No,0,,,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Condition,274,"What is the state of the image, in terms of physical damage sustained?","Be mindful of damage that places the image or visual information at risk. If a support's corner is dented without clear damage to the image/emulsion, the image may be ""Good"" or even ""Excellent"". 
""Good"" to ""Critical"" can describe a range of image scratches, abrasions, or cracks. Cracking will be most evident in dark image areas (where the pigmented gelatin is thickest).
Emulsion delamination, lifting, or flaking (image loss) is inherently ""Serious"" or ""Critical"", depending on the degree of irreparability. These loss details will be most prominent along image edges.",16,,,,Excellent,1,Good,0.75,Fair,0.5,Serious,0.25,Critical,0,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Condition,275,"Is this item exhibiting mold and/or pest (insect, rodent) damage? Check all that apply","Biological organisms such as mold, insects, and rodents can very easily damage collections, often irreversibly. If this item or its container seems to display pest damage or mold growth, select which (both if necessary). Click through for more information on pests and mold. 
Mold can stain and even weaken materials. Though mold growth can be halted, most staining is permanent. Mold will often appear as small spots, typically overlapping, patchy, and feathery at its edges. 
Pests will feed on a whole host of organic substances found in collections (i.e. cellulose, gelatin), eating through paper supports, media, emulsions, binding material, etc. ",6,,,checkboxes,Mold,0.5,Pest damage,0.5,,,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Condition,276,Is the paper discolored and/or brittle? This will be most evident along the edges,"Select the degree of the support's acidic breakdown. Discoloration (e.g. yellowing) typically precedes obvious brittle properties, showing up first along the edges. Discoloration is usually more apparent on the back. If both yellowed and brittle, this support (cardboard or paper) is likely in an advanced stage of degradation.",8,,,,Neither,1,"Yellowed, not brittle",0.67,"Brittle, yellowed",0,Unsure,0.4,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Color Print,Color Carbro Print,Condition,277,"Assess the degree of image fading, discoloration, and/or staining","Determine the extent to which the image material has deteriorated, naturally or by external factors. 
Color Carbro images are exceptionally stable (due to pigments used) and will typically show little to no image fading and no yellowing.",10,,,,Slight/None,1,Moderate,0.5,Severe,0,Unsure,0.4,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Use | Access,278,Is this item viewed/handled regularly?,"Handling and use carry damage risks, regardless of intention. Click ""Yes"" if patrons (or staff) often handle this item and click ""No"" if not.",2.5,,,,Yes,0,No,1,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Use | Access,279,"Are there additional copies, facsimiles, and/or access copies of this image?","Select ""Yes"" if this content exists in another form at your institution; otherwise, select ""No"". Click through for more info about facsimiles and access/reference copies.",2.5,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Storage | Container,280,Is this item properly supported in storage?,"Each format has a preferred way of sitting in storage. If you are certain you know how your item should be oriented in storage and have stored it as such, select ""Yes""; otherwise, select ""No"". Click through for more information of how best to orient this item in storage.",1.8,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Storage | Container,281,Does this item have an appropriate container in good condition?,"Select ""Yes"" if this item is in a preservation appropriate container; otherwise, select ""No"". Click through to see examples of appropriate storage containers.",2,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Storage | Container,282,Does the container or item have any meaningful labeling?,"Select ""Yes"" if the item or its container have any identifying labeling; otherwise, select ""No"".",1.2,,,,Yes,1,No,0,,,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Condition,283,"What is the state of the image, in terms of physical damage sustained?","Be mindful of damage that places the image or visual information at risk. If a support's corner is slightly dented without clear damage to the image/emulsion, the image may be ""Good"". 
""Good"" to ""Critical"" can describe a range of image scratches, abrasions, or cracks. 
Punctured, cut, or severely creased photos (image or border) must be designated ""Serious"" or ""Critical"".",16,,,,Excellent,1,Good,0.75,Fair,0.5,Serious,0.25,Critical,0,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Condition,284,"Is this item exhibiting mold and/or pest (insect, rodent) damage?  Check all that apply","Biological organisms such as mold, insects, and rodents can very easily damage collections, often irreversibly. If this item or its container seems to display pest damage or mold growth, select which (both if necessary). Click through for more information on pests and mold. 
Mold can stain and even weaken materials. Though mold growth can be halted, most staining is permanent. Mold will often appear as small spots, typically overlapping, patchy, and feathery at its edges. 
Pests will feed on a whole host of organic substances found in collections (i.e. cellulose, gelatin), eating through paper supports, media, emulsions, binding material, etc. ",6,,,checkboxes,Mold,0.5,Pest damage,0.5,,,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Condition,285,Is this a peel-apart or integral (e.g. type 600) instant photo?,"Black-and-white instant photos are generally of the peel-apart (or pack film) variety, though B&W integral photos do exist (Polaroid type 600), but are relatively rare. 
Integral type film will have a characteristically thicker border along the lower half (where the photo development chemical pod is). Click through for examples.
",8,,,,Peel-apart,1,Integral,0.25,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Condition,286,Does the image appear to be distorted or cracking? ,Distortion results from silver image migration (likely due to poor storage orientation); cracking typically results from the photo's exposure to fluctuating relative humidity.,,285,Integral,,Yes,0,No,1,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Condition,287,Is the support discolored and/or brittle? This will be most evident along the paper's edges,"Select the degree of the support's breakdown. Discoloration (e.g. yellowing) typically precedes obvious brittle properties, showing up first along the edges. Discoloration is usually more apparent on the back. If both yellowed and brittle, this support is likely in an advanced stage of degradation.",,285,Peel-apart,,Neither,1,"Yellowed, not brittle",0.67,"Brittle, yellowed",0,Unsure,0.4,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, B&W",Condition,288,"Assess the degree of image fading, discoloration, and/or staining","Determine the extent to which the image material has deteriorated, naturally or by external factors. 
Image fading is very common. Overall yellowing is common for integral photos manufactured from the 1970sÐ1980s. For peel-apart photos, localized staining/fading with a brushstroke-like appearance is often the result of an uneven application of the protective coating.",10,,,,Slight/None,1,Moderate,0.5,Severe,0,Unsure,0.4,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Use | Access,289,Is this item viewed/handled regularly?,"Handling and use carry damage risks, regardless of intention. Click ""Yes"" if patrons (or staff) often handle this item and click ""No"" if not.",2.5,,,,Yes,0,No,1,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Use | Access,290,"Are there additional copies, facsimiles, and/or access copies of this image?","Select ""Yes"" if this content exists in another form at your institution; otherwise, select ""No"". Click through for more info about facsimiles and access/reference copies.",2.5,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Storage | Container,291,Is this item properly supported in storage?,"Each format has a preferred way of sitting in storage. If you are certain you know how your item should be oriented in storage and have stored it as such, select ""Yes""; otherwise, select ""No"". Click through for more information of how best to orient this item in storage.",1.8,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Storage | Container,292,Does this item have an appropriate container in good condition?,"Select ""Yes"" if this item is in a preservation appropriate container; otherwise, select ""No"". Click through to see examples of appropriate storage containers.",2,,,,Yes,1,No,0,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Storage | Container,293,Does the container or item have any meaningful labeling?,"Select ""Yes"" if the item or its container have any identifying labeling; otherwise, select ""No"".",1.2,,,,Yes,1,No,0,,,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Condition,294,"What is the state of the image, in terms of physical damage sustained?","Be mindful of damage that places the image or visual information at risk. If a support's corner is slightly dented without clear damage to the image/emulsion, the image may be ""Good"". 
""Good"" to ""Critical"" can describe a range of image scratches, abrasions, or cracks. 
Punctured, cut, or severely creased photos (image or border) must be designated ""Serious"" or ""Critical"".",16,,,,Excellent,1,Good,0.75,Fair,0.5,Serious,0.25,Critical,0,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Condition,295,"Is this item exhibiting mold and/or pest (insect, rodent) damage? Check all that apply","Biological organisms such as mold, insects, and rodents can very easily damage collections, often irreversibly. If this item or its container seems to display pest damage or mold growth, select which (both if necessary). Click through for more information on pests and mold. 
Mold can stain and even weaken materials. Though mold growth can be halted, most staining is permanent. Mold will often appear as small spots, typically overlapping, patchy, and feathery at its edges. 
Pests will feed on a whole host of organic substances found in collections (i.e. cellulose, gelatin), eating through paper supports, media, emulsions, binding material, etc. ",6,,,checkboxes,Mold,0.5,Pest damage,0.5,,,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Condition,296,Is this a peel-apart (e.g. Polacolor) or integral (e.g. SX-70) instant photo?,"Color instant photos may be of either the peel-apart (pack film) or integral film type. Color peel-apart photos were often packaged with self-adhesive mounts to curb curling; so these are typically rigid (and flat) or curling (and flexible), and will bear a ""Polacolor"" (or other manufacturer) and/or alphanumeric date code. 
Integral type film will have a characteristically thicker border along the lower half (where the photo development chemical pod is)Ñthis is what many associate with Polaroid's SX-70 film. Click through for examples.
Common format dimensions: 3_Ó x 4_Ó (peel-apart), 3_Ó x 3_Ó (peel-apart), and 3_Ó x 4_Ó (integral).",8,,,,Peel-apart,1,Integral,0.25,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Condition,297,Does the image appear to be distorted or cracking? ,Distortion results from silver and dye image migration (likely due to poor storage orientation); cracking typically results from the photo's exposure to fluctuating relative humidity.,,296,Integral,,Yes,0,No,1,Unsure,0.4,,,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Condition,298,Is the support discolored and/or brittle? This will be most evident along the paper's edges,"Select the degree of the support's breakdown. Discoloration (e.g. yellowing) typically precedes obvious brittle properties, showing up first along the edges. Discoloration is usually more apparent on the back. If both yellowed and brittle, this support is likely in an advanced stage of degradation.",,296,Peel-apart,,Neither,1,"Yellowed, not brittle",0.67,"Brittle, yellowed",0,Unsure,0.4,,,,,,,,,,,,,,,,
Photographic Material,Positive Print,Instant Photo,"Instant Photo, Color",Condition,299,"Assess the degree of image fading, discoloration, and/or staining","Determine the extent to which the image material has deteriorated, naturally or by external factors. 
Fading and color shifting is very common. Overall yellowing is common for integral instant photos manufactured from the 1970sÐ1980s. For peel-apart photos, the potential for discoloration is lower than that of the integral variety.",10,,,,Slight/None,1,Moderate,0.5,Severe,0,Unsure,0.4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
